run_id,fault_type,fault_category,severity,target_service,chaos_kind,injection_time,duration_seconds,text,label,confidence,split,pre_fault_baseline,source,dominant_log_signal,dominant_event_reason,warning_event_count,total_log_error_lines,cascade_depth
pod_kill__cartservice__0__238d84,pod_kill,pod,high,cartservice,PodChaos,2026-03-12T21:43:47.221215+00:00,30,"event_types: Killing, Scheduled, Pulled, Created, Started | log_signals: none | fault_category: pod | severity: high | metrics: none | pod_status_reason: Killing | dominant_log_signal: none",pod_kill,1.0,test,True,chaos_mesh,,Killing,0,0,0
network_packet_loss_high__cartservice__2__dd6565,network_packet_loss_high,network,high,cartservice,NetworkChaos,2026-03-13T15:24:56.451027+00:00,90,"event_types: Failed, Updated | log_signals: none | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: none",network_packet_loss_high,1.0,test,True,chaos_mesh,,Failed,2,0,0
network_packet_loss_low__paymentservice__1__64b31b,network_packet_loss_low,network,low,paymentservice,NetworkChaos,2026-03-13T15:26:03.862521+00:00,120,"event_types: Failed, Updated | log_signals: permission_denied, http_5xx | fault_category: network | severity: low | metrics: none | pod_status_reason: Failed | dominant_log_signal: permission_denied",network_packet_loss_low,1.0,train,True,chaos_mesh,permission_denied,Failed,2,0,0
network_packet_loss_high__frontend__0__4883d9,network_packet_loss_high,network,high,frontend,NetworkChaos,2026-03-13T15:26:36.902830+00:00,90,"event_types: Failed, Updated | log_signals: permission_denied, resource_exhausted, http_5xx | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: permission_denied",network_packet_loss_high,1.0,train,True,chaos_mesh,permission_denied,Failed,1,0,0
network_packet_loss_low__paymentservice__2__bcc5bf,network_packet_loss_low,network,low,paymentservice,NetworkChaos,2026-03-13T15:27:44.192332+00:00,120,"event_types: Failed, Updated | log_signals: permission_denied, http_5xx | fault_category: network | severity: low | metrics: none | pod_status_reason: Failed | dominant_log_signal: permission_denied",network_packet_loss_low,1.0,test,True,chaos_mesh,permission_denied,Failed,2,0,0
network_packet_loss_high__frontend__1__7cdf69,network_packet_loss_high,network,high,frontend,NetworkChaos,2026-03-13T15:28:17.082202+00:00,90,"event_types: Failed, Updated | log_signals: permission_denied, resource_exhausted, http_5xx | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: permission_denied",network_packet_loss_high,1.0,train,True,chaos_mesh,permission_denied,Failed,2,0,0
network_packet_loss_high__cartservice__0__e54be7,network_packet_loss_high,network,high,cartservice,NetworkChaos,2026-03-13T15:29:24.655079+00:00,90,"event_types: Failed, Updated | log_signals: none | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: none",network_packet_loss_high,1.0,train,True,chaos_mesh,,Failed,1,0,0
network_packet_loss_high__frontend__2__adef98,network_packet_loss_high,network,high,frontend,NetworkChaos,2026-03-13T15:29:57.185426+00:00,90,"event_types: Failed, Updated | log_signals: permission_denied, resource_exhausted, http_5xx | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: http_5xx",network_packet_loss_high,1.0,test,True,chaos_mesh,http_5xx,Failed,2,0,0
network_packet_loss_high__cartservice__1__882bde,network_packet_loss_high,network,high,cartservice,NetworkChaos,2026-03-13T15:31:05.244994+00:00,90,"event_types: Failed, Updated | log_signals: none | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: none",network_packet_loss_high,1.0,train,True,chaos_mesh,,Failed,2,0,0
network_packet_loss_high__checkoutservice__0__5b7e28,network_packet_loss_high,network,high,checkoutservice,NetworkChaos,2026-03-13T15:31:37.263992+00:00,90,"event_types: Failed, Updated | log_signals: permission_denied, http_5xx | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: permission_denied",network_packet_loss_high,1.0,train,True,chaos_mesh,permission_denied,Failed,1,0,0
network_packet_loss_high__cartservice__2__47ae92,network_packet_loss_high,network,high,cartservice,NetworkChaos,2026-03-13T15:32:46.103233+00:00,90,"event_types: Failed, Updated | log_signals: none | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: none",network_packet_loss_high,1.0,test,True,chaos_mesh,,Failed,2,0,0
network_packet_loss_high__checkoutservice__1__8bae20,network_packet_loss_high,network,high,checkoutservice,NetworkChaos,2026-03-13T15:33:17.489657+00:00,90,"event_types: Failed, Updated | log_signals: resource_exhausted, http_5xx | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: http_5xx",network_packet_loss_high,1.0,train,True,chaos_mesh,http_5xx,Failed,2,0,0
network_packet_loss_high__frontend__0__bcab18,network_packet_loss_high,network,high,frontend,NetworkChaos,2026-03-13T15:34:27.104503+00:00,90,"event_types: Failed, Updated | log_signals: permission_denied, resource_exhausted, http_5xx | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: permission_denied",network_packet_loss_high,1.0,train,True,chaos_mesh,permission_denied,Failed,2,0,0
network_packet_loss_high__checkoutservice__2__2987b9,network_packet_loss_high,network,high,checkoutservice,NetworkChaos,2026-03-13T15:34:57.865884+00:00,90,"event_types: Failed, Updated | log_signals: none | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: none",network_packet_loss_high,1.0,test,True,chaos_mesh,,Failed,3,0,0
network_packet_loss_high__frontend__1__cc1357,network_packet_loss_high,network,high,frontend,NetworkChaos,2026-03-13T15:36:09.069315+00:00,90,"event_types: Failed, Updated | log_signals: permission_denied, resource_exhausted, http_5xx | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: permission_denied",network_packet_loss_high,1.0,train,True,chaos_mesh,permission_denied,Failed,2,0,0
network_packet_loss_high__productcatalogservice__0__68cb9c,network_packet_loss_high,network,high,productcatalogservice,NetworkChaos,2026-03-13T15:36:38.325715+00:00,90,"event_types: Failed, Updated | log_signals: none | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: none",network_packet_loss_high,1.0,train,True,chaos_mesh,,Failed,1,0,0
network_packet_loss_high__frontend__2__e90fb0,network_packet_loss_high,network,high,frontend,NetworkChaos,2026-03-13T15:37:50.273799+00:00,90,"event_types: Failed, Updated | log_signals: permission_denied, resource_exhausted, http_5xx | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: http_5xx",network_packet_loss_high,1.0,test,True,chaos_mesh,http_5xx,Failed,2,0,0
network_packet_loss_high__productcatalogservice__1__041d86,network_packet_loss_high,network,high,productcatalogservice,NetworkChaos,2026-03-13T15:38:18.831138+00:00,90,"event_types: Failed, Updated | log_signals: none | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: none",network_packet_loss_high,1.0,train,True,chaos_mesh,,Failed,1,0,0
network_packet_loss_high__checkoutservice__0__f57162,network_packet_loss_high,network,high,checkoutservice,NetworkChaos,2026-03-13T15:40:21.290614+00:00,90,"event_types: Failed, Updated | log_signals: http_5xx | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: http_5xx",network_packet_loss_high,1.0,train,True,chaos_mesh,http_5xx,Failed,1,0,0
network_packet_loss_high__productcatalogservice__2__9ca0d3,network_packet_loss_high,network,high,productcatalogservice,NetworkChaos,2026-03-13T15:40:57.177458+00:00,90,"event_types: Failed, Updated | log_signals: none | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: none",network_packet_loss_high,1.0,test,True,chaos_mesh,,Failed,2,0,0
network_packet_loss_high__checkoutservice__1__c719c9,network_packet_loss_high,network,high,checkoutservice,NetworkChaos,2026-03-13T15:42:07.691517+00:00,90,"event_types: Failed, Updated | log_signals: permission_denied, http_5xx | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: permission_denied",network_packet_loss_high,1.0,train,True,chaos_mesh,permission_denied,Failed,2,0,0
network_packet_loss_high__paymentservice__0__1917cc,network_packet_loss_high,network,high,paymentservice,NetworkChaos,2026-03-13T15:42:41.343914+00:00,90,"event_types: Failed, Updated | log_signals: permission_denied, http_5xx | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: http_5xx",network_packet_loss_high,1.0,train,True,chaos_mesh,http_5xx,Failed,1,0,0
network_packet_loss_high__checkoutservice__2__9d58bf,network_packet_loss_high,network,high,checkoutservice,NetworkChaos,2026-03-13T15:43:50.632291+00:00,90,"event_types: Failed, Updated | log_signals: resource_exhausted, http_5xx | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: http_5xx",network_packet_loss_high,1.0,test,True,chaos_mesh,http_5xx,Failed,2,0,0
network_packet_loss_high__paymentservice__1__60afcd,network_packet_loss_high,network,high,paymentservice,NetworkChaos,2026-03-13T15:44:23.426125+00:00,90,"event_types: Failed, Updated | log_signals: http_5xx | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: http_5xx",network_packet_loss_high,1.0,train,True,chaos_mesh,http_5xx,Failed,2,0,0
network_packet_loss_high__productcatalogservice__0__6d0381,network_packet_loss_high,network,high,productcatalogservice,NetworkChaos,2026-03-13T15:45:33.420604+00:00,90,"event_types: Failed, Updated | log_signals: none | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: none",network_packet_loss_high,1.0,train,True,chaos_mesh,,Failed,1,0,0
network_packet_loss_high__paymentservice__2__90fd51,network_packet_loss_high,network,high,paymentservice,NetworkChaos,2026-03-13T15:46:05.600451+00:00,90,"event_types: Failed, Updated | log_signals: permission_denied, resource_exhausted | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: resource_exhausted",network_packet_loss_high,1.0,test,True,chaos_mesh,resource_exhausted,Failed,2,0,0
network_packet_loss_high__productcatalogservice__1__0d06f8,network_packet_loss_high,network,high,productcatalogservice,NetworkChaos,2026-03-13T15:47:16.535472+00:00,90,"event_types: Failed, Updated | log_signals: none | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: none",network_packet_loss_high,1.0,train,True,chaos_mesh,,Failed,3,0,0
network_partition__cartservice__0__fcb3cd,network_partition,network,critical,cartservice,NetworkChaos,2026-03-13T15:47:48.242383+00:00,60,"event_types: Failed, Updated, Unhealthy, Killing | log_signals: none | fault_category: network | severity: critical | metrics: none | pod_status_reason: Unhealthy | dominant_log_signal: none",network_partition,1.0,train,True,chaos_mesh,,Unhealthy,8,0,0
network_packet_loss_high__productcatalogservice__2__0b9ae8,network_packet_loss_high,network,high,productcatalogservice,NetworkChaos,2026-03-13T15:50:59.935708+00:00,90,"event_types: Failed, Updated | log_signals: none | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: none",network_packet_loss_high,1.0,test,True,chaos_mesh,,Failed,1,0,0
network_partition__cartservice__1__1ea5e9,network_partition,network,critical,cartservice,NetworkChaos,2026-03-13T15:51:31.056035+00:00,60,"event_types: Failed, Updated | log_signals: none | fault_category: network | severity: critical | metrics: none | pod_status_reason: Failed | dominant_log_signal: none",network_partition,1.0,train,True,chaos_mesh,,Failed,2,0,0
network_packet_loss_high__paymentservice__0__8d0e66,network_packet_loss_high,network,high,paymentservice,NetworkChaos,2026-03-13T15:54:43.754275+00:00,90,"event_types: Failed, Updated | log_signals: none | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: none",network_packet_loss_high,1.0,train,True,chaos_mesh,,Failed,1,0,0
network_partition__cartservice__2__dd27a9,network_partition,network,critical,cartservice,NetworkChaos,2026-03-13T15:55:13.839980+00:00,60,"event_types: Failed, Updated | log_signals: none | fault_category: network | severity: critical | metrics: none | pod_status_reason: Failed | dominant_log_signal: none",network_partition,1.0,test,True,chaos_mesh,,Failed,1,0,0
network_packet_loss_high__paymentservice__1__4b7bfa,network_packet_loss_high,network,high,paymentservice,NetworkChaos,2026-03-13T15:58:28.300450+00:00,90,"event_types: Failed, Updated | log_signals: none | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: none",network_packet_loss_high,1.0,train,True,chaos_mesh,,Failed,1,0,0
network_partition__frontend__0__d3d9b6,network_partition,network,critical,frontend,NetworkChaos,2026-03-13T15:58:58.784758+00:00,60,"event_types: Failed, Updated, Unhealthy | log_signals: permission_denied, resource_exhausted, http_5xx, grpc_error | fault_category: network | severity: critical | metrics: none | pod_status_reason: Unhealthy | dominant_log_signal: http_5xx",network_partition,1.0,train,True,chaos_mesh,http_5xx,Unhealthy,7,15,0
network_packet_loss_high__paymentservice__2__853a0a,network_packet_loss_high,network,high,paymentservice,NetworkChaos,2026-03-13T16:02:12.088036+00:00,90,"event_types: Failed, Updated | log_signals: none | fault_category: network | severity: high | metrics: none | pod_status_reason: Failed | dominant_log_signal: none",network_packet_loss_high,1.0,test,True,chaos_mesh,,Failed,1,0,0
network_partition__frontend__1__197e1b,network_partition,network,critical,frontend,NetworkChaos,2026-03-13T16:02:42.307338+00:00,60,"event_types: Failed, Updated | log_signals: none | fault_category: network | severity: critical | metrics: none | pod_status_reason: Failed | dominant_log_signal: none",network_partition,1.0,train,True,chaos_mesh,,Failed,1,0,0
network_partition__cartservice__0__1c7c44,network_partition,network,critical,cartservice,NetworkChaos,2026-03-13T16:05:56.544552+00:00,60,"event_types: Failed, Updated | log_signals: none | fault_category: network | severity: critical | metrics: none | pod_status_reason: Failed | dominant_log_signal: none",network_partition,1.0,train,True,chaos_mesh,,Failed,1,0,0
network_partition__frontend__2__4ecb95,network_partition,network,critical,frontend,NetworkChaos,2026-03-13T16:06:24.939497+00:00,60,"event_types: Failed, Updated | log_signals: none | fault_category: network | severity: critical | metrics: none | pod_status_reason: Failed | dominant_log_signal: none",network_partition,1.0,test,True,chaos_mesh,,Failed,1,0,0
network_partition__cartservice__1__48395d,network_partition,network,critical,cartservice,NetworkChaos,2026-03-13T16:09:39.125323+00:00,60,"event_types: Failed, Updated | log_signals: none | fault_category: network | severity: critical | metrics: none | pod_status_reason: Failed | dominant_log_signal: none",network_partition,1.0,train,True,chaos_mesh,,Failed,1,0,0
network_partition__checkoutservice__0__dc5616,network_partition,network,critical,checkoutservice,NetworkChaos,2026-03-13T16:10:07.510910+00:00,60,"event_types: Pulled, Created, Started, Failed, Updated | log_signals: http_5xx | fault_category: network | severity: critical | metrics: none | pod_status_reason: Unhealthy | dominant_log_signal: http_5xx",network_partition,1.0,train,True,chaos_mesh,http_5xx,Unhealthy,11,0,0
network_partition__cartservice__2__92a00a,network_partition,network,critical,cartservice,NetworkChaos,2026-03-13T16:13:25.677203+00:00,60,"event_types: BackOff, Failed, Updated | log_signals: none | fault_category: network | severity: critical | metrics: none | pod_status_reason: BackOff | dominant_log_signal: none",network_partition,1.0,test,True,chaos_mesh,,BackOff,95,0,0
network_partition__checkoutservice__1__ba0e36,network_partition,network,critical,checkoutservice,NetworkChaos,2026-03-13T16:13:49.679963+00:00,60,"event_types: Failed, Updated | log_signals: http_5xx | fault_category: network | severity: critical | metrics: none | pod_status_reason: Failed | dominant_log_signal: http_5xx",network_partition,1.0,train,True,chaos_mesh,http_5xx,Failed,1,0,0
network_partition__frontend__0__5ac858,network_partition,network,critical,frontend,NetworkChaos,2026-03-13T16:17:08.607180+00:00,60,"event_types: Failed, Updated | log_signals: none | fault_category: network | severity: critical | metrics: none | pod_status_reason: Failed | dominant_log_signal: none",network_partition,1.0,train,True,chaos_mesh,,Failed,1,0,0
network_partition__checkoutservice__2__76fc28,network_partition,network,critical,checkoutservice,NetworkChaos,2026-03-13T16:17:32.628282+00:00,60,"event_types: Failed, Updated | log_signals: http_5xx | fault_category: network | severity: critical | metrics: none | pod_status_reason: Failed | dominant_log_signal: http_5xx",network_partition,1.0,test,True,chaos_mesh,http_5xx,Failed,1,0,0
network_partition__frontend__1__7d1460,network_partition,network,critical,frontend,NetworkChaos,2026-03-13T16:20:51.900204+00:00,60,"event_types: Failed, Updated | log_signals: http_5xx | fault_category: network | severity: critical | metrics: none | pod_status_reason: Failed | dominant_log_signal: http_5xx",network_partition,1.0,train,True,chaos_mesh,http_5xx,Failed,1,0,0
network_partition__productcatalogservice__0__270ade,network_partition,network,critical,productcatalogservice,NetworkChaos,2026-03-13T16:21:15.270189+00:00,60,"event_types: Pulled, Created, Started, Unhealthy, Failed | log_signals: none | fault_category: network | severity: critical | metrics: none | pod_status_reason: Unhealthy | dominant_log_signal: none",network_partition,1.0,train,True,chaos_mesh,,Unhealthy,11,0,0
network_partition__frontend__2__657c14,network_partition,network,critical,frontend,NetworkChaos,2026-03-13T16:24:34.833214+00:00,60,"event_types: BackOff, Failed, Updated | log_signals: none | fault_category: network | severity: critical | metrics: none | pod_status_reason: BackOff | dominant_log_signal: none",network_partition,1.0,test,True,chaos_mesh,,BackOff,95,0,0
network_partition__productcatalogservice__1__fc593f,network_partition,network,critical,productcatalogservice,NetworkChaos,2026-03-13T16:24:57.980707+00:00,60,"event_types: Failed, Updated | log_signals: none | fault_category: network | severity: critical | metrics: none | pod_status_reason: Failed | dominant_log_signal: none",network_partition,1.0,train,True,chaos_mesh,,Failed,1,0,0
network_partition__checkoutservice__0__65fadf,network_partition,network,critical,checkoutservice,NetworkChaos,2026-03-13T16:28:17.600574+00:00,60,"event_types: Failed, Updated | log_signals: http_5xx | fault_category: network | severity: critical | metrics: none | pod_status_reason: Failed | dominant_log_signal: http_5xx",network_partition,1.0,train,True,chaos_mesh,http_5xx,Failed,1,0,0
network_partition__productcatalogservice__2__795e42,network_partition,network,critical,productcatalogservice,NetworkChaos,2026-03-13T16:28:40.391157+00:00,60,"event_types: Failed, Updated | log_signals: http_5xx | fault_category: network | severity: critical | metrics: none | pod_status_reason: Failed | dominant_log_signal: http_5xx",network_partition,1.0,test,True,chaos_mesh,http_5xx,Failed,1,0,0
network_partition__checkoutservice__1__a6be8a,network_partition,network,critical,checkoutservice,NetworkChaos,2026-03-13T16:32:03.485766+00:00,60,event_types: none | log_signals: none | fault_category: network | severity: critical | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,network_partition,1.0,train,True,chaos_mesh,,,0,0,0
network_partition__paymentservice__0__868183,network_partition,network,critical,paymentservice,NetworkChaos,2026-03-13T16:32:30.283350+00:00,60,event_types: Unhealthy | log_signals: none | fault_category: network | severity: critical | metrics: none | pod_status_reason: Unhealthy | dominant_log_signal: none,network_partition,1.0,train,True,chaos_mesh,,Unhealthy,15,0,0
network_partition__checkoutservice__2__c73412,network_partition,network,critical,checkoutservice,NetworkChaos,2026-03-13T16:36:01.690804+00:00,60,event_types: Unhealthy | log_signals: http_5xx | fault_category: network | severity: critical | metrics: none | pod_status_reason: Unhealthy | dominant_log_signal: http_5xx,network_partition,1.0,test,True,chaos_mesh,http_5xx,Unhealthy,77,0,0
network_partition__paymentservice__1__364a61,network_partition,network,critical,paymentservice,NetworkChaos,2026-03-13T16:36:29.148104+00:00,60,event_types: none | log_signals: http_5xx | fault_category: network | severity: critical | metrics: none | pod_status_reason: unknown | dominant_log_signal: http_5xx,network_partition,1.0,train,True,chaos_mesh,http_5xx,,0,0,0
network_partition__productcatalogservice__0__e71ff5,network_partition,network,critical,productcatalogservice,NetworkChaos,2026-03-13T16:40:06.142331+00:00,60,event_types: none | log_signals: none | fault_category: network | severity: critical | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,network_partition,1.0,train,True,chaos_mesh,,,0,0,0
network_partition__paymentservice__2__e72ba5,network_partition,network,critical,paymentservice,NetworkChaos,2026-03-13T16:40:35.815969+00:00,60,event_types: none | log_signals: http_5xx | fault_category: network | severity: critical | metrics: none | pod_status_reason: unknown | dominant_log_signal: http_5xx,network_partition,1.0,test,True,chaos_mesh,http_5xx,,0,0,0
network_partition__productcatalogservice__1__66f743,network_partition,network,critical,productcatalogservice,NetworkChaos,2026-03-13T16:44:23.553823+00:00,60,event_types: none | log_signals: none | fault_category: network | severity: critical | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,network_partition,1.0,train,True,chaos_mesh,,,0,0,0
network_bandwidth_limit__cartservice__0__8d1285,network_bandwidth_limit,network,medium,cartservice,NetworkChaos,2026-03-13T16:44:52.328878+00:00,120,event_types: none | log_signals: none | fault_category: network | severity: medium | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,network_bandwidth_limit,1.0,train,True,chaos_mesh,,,0,0,0
network_partition__productcatalogservice__2__aff25f,network_partition,network,critical,productcatalogservice,NetworkChaos,2026-03-13T16:48:52.268512+00:00,60,event_types: none | log_signals: none | fault_category: network | severity: critical | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,network_partition,1.0,test,True,chaos_mesh,,,0,0,0
network_bandwidth_limit__cartservice__1__3469f8,network_bandwidth_limit,network,medium,cartservice,NetworkChaos,2026-03-13T16:49:17.985348+00:00,120,event_types: Unhealthy | log_signals: none | fault_category: network | severity: medium | metrics: none | pod_status_reason: Unhealthy | dominant_log_signal: none,network_bandwidth_limit,1.0,train,True,chaos_mesh,,Unhealthy,67,0,0
network_partition__paymentservice__0__f91723,network_partition,network,critical,paymentservice,NetworkChaos,2026-03-13T16:53:37.850718+00:00,60,event_types: none | log_signals: none | fault_category: network | severity: critical | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,network_partition,1.0,train,True,chaos_mesh,,,0,0,0
network_bandwidth_limit__cartservice__2__d5a9a8,network_bandwidth_limit,network,medium,cartservice,NetworkChaos,2026-03-13T16:53:57.810776+00:00,120,event_types: BackOff | log_signals: none | fault_category: network | severity: medium | metrics: none | pod_status_reason: BackOff | dominant_log_signal: none,network_bandwidth_limit,1.0,test,True,chaos_mesh,,BackOff,247,0,0
network_partition__paymentservice__1__69ec0c,network_partition,network,critical,paymentservice,NetworkChaos,2026-03-13T16:58:36.804237+00:00,60,event_types: none | log_signals: none | fault_category: network | severity: critical | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,network_partition,1.0,train,True,chaos_mesh,,,0,0,0
network_bandwidth_limit__frontend__0__efde67,network_bandwidth_limit,network,medium,frontend,NetworkChaos,2026-03-13T16:58:51.218589+00:00,120,event_types: Unhealthy | log_signals: none | fault_category: network | severity: medium | metrics: none | pod_status_reason: Unhealthy | dominant_log_signal: none,network_bandwidth_limit,1.0,train,True,chaos_mesh,,Unhealthy,86,0,0
network_partition__paymentservice__2__a910c0,network_partition,network,critical,paymentservice,NetworkChaos,2026-03-13T17:03:51.293313+00:00,60,event_types: none | log_signals: http_5xx | fault_category: network | severity: critical | metrics: none | pod_status_reason: unknown | dominant_log_signal: http_5xx,network_partition,1.0,test,True,chaos_mesh,http_5xx,,0,0,0
network_bandwidth_limit__frontend__1__38ef2f,network_bandwidth_limit,network,medium,frontend,NetworkChaos,2026-03-13T17:04:04.004335+00:00,120,event_types: BackOff | log_signals: none | fault_category: network | severity: medium | metrics: none | pod_status_reason: BackOff | dominant_log_signal: none,network_bandwidth_limit,1.0,train,True,chaos_mesh,,BackOff,248,0,0
network_bandwidth_limit__frontend__2__104565,network_bandwidth_limit,network,medium,frontend,NetworkChaos,2026-03-13T17:09:30.209177+00:00,120,event_types: none | log_signals: none | fault_category: network | severity: medium | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,network_bandwidth_limit,1.0,test,True,chaos_mesh,,,0,0,0
network_bandwidth_limit__cartservice__0__a7db31,network_bandwidth_limit,network,medium,cartservice,NetworkChaos,2026-03-13T17:09:30.068082+00:00,120,event_types: none | log_signals: none | fault_category: network | severity: medium | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,network_bandwidth_limit,1.0,train,True,chaos_mesh,,,0,0,0
network_bandwidth_limit__cartservice__1__c6cbc0,network_bandwidth_limit,network,medium,cartservice,NetworkChaos,2026-03-13T17:15:35.747305+00:00,120,event_types: none | log_signals: none | fault_category: network | severity: medium | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,network_bandwidth_limit,1.0,train,True,chaos_mesh,,,0,0,0
network_bandwidth_limit__checkoutservice__0__647695,network_bandwidth_limit,network,medium,checkoutservice,NetworkChaos,2026-03-13T17:15:35.577054+00:00,120,event_types: none | log_signals: http_5xx | fault_category: network | severity: medium | metrics: none | pod_status_reason: unknown | dominant_log_signal: http_5xx,network_bandwidth_limit,1.0,train,True,chaos_mesh,http_5xx,,0,0,0
network_bandwidth_limit__checkoutservice__1__2ac8af,network_bandwidth_limit,network,medium,checkoutservice,NetworkChaos,2026-03-13T17:21:44.237796+00:00,120,"event_types: none | log_signals: permission_denied, http_5xx | fault_category: network | severity: medium | metrics: none | pod_status_reason: unknown | dominant_log_signal: permission_denied",network_bandwidth_limit,1.0,train,True,chaos_mesh,permission_denied,,0,0,0
network_bandwidth_limit__cartservice__2__5c1898,network_bandwidth_limit,network,medium,cartservice,NetworkChaos,2026-03-13T17:21:43.585371+00:00,120,event_types: BackOff | log_signals: none | fault_category: network | severity: medium | metrics: none | pod_status_reason: BackOff | dominant_log_signal: none,network_bandwidth_limit,1.0,test,True,chaos_mesh,,BackOff,361,0,0
network_bandwidth_limit__checkoutservice__2__052b45,network_bandwidth_limit,network,medium,checkoutservice,NetworkChaos,2026-03-13T17:28:22.003144+00:00,120,event_types: Unhealthy | log_signals: http_5xx | fault_category: network | severity: medium | metrics: none | pod_status_reason: Unhealthy | dominant_log_signal: http_5xx,network_bandwidth_limit,1.0,test,True,chaos_mesh,http_5xx,Unhealthy,184,0,0
network_bandwidth_limit__frontend__0__3288d0,network_bandwidth_limit,network,medium,frontend,NetworkChaos,2026-03-13T17:28:22.747243+00:00,120,event_types: none | log_signals: none | fault_category: network | severity: medium | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,network_bandwidth_limit,1.0,train,True,chaos_mesh,,,0,0,0
network_bandwidth_limit__frontend__1__bf1f55,network_bandwidth_limit,network,medium,frontend,NetworkChaos,2026-03-13T17:35:25.335650+00:00,120,event_types: none | log_signals: none | fault_category: network | severity: medium | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,network_bandwidth_limit,1.0,train,True,chaos_mesh,,,0,0,0
network_bandwidth_limit__productcatalogservice__0__db6f26,network_bandwidth_limit,network,medium,productcatalogservice,NetworkChaos,2026-03-13T17:35:25.227843+00:00,120,event_types: BackOff | log_signals: none | fault_category: network | severity: medium | metrics: none | pod_status_reason: BackOff | dominant_log_signal: none,network_bandwidth_limit,1.0,train,True,chaos_mesh,,BackOff,307,0,0
network_bandwidth_limit__productcatalogservice__1__13cdae,network_bandwidth_limit,network,medium,productcatalogservice,NetworkChaos,2026-03-13T17:42:14.573670+00:00,120,"event_types: Failed, Updated | log_signals: none | fault_category: network | severity: medium | metrics: none | pod_status_reason: Failed | dominant_log_signal: none",network_bandwidth_limit,1.0,train,True,chaos_mesh,,Failed,14,0,0
network_bandwidth_limit__frontend__2__3f74cb,network_bandwidth_limit,network,medium,frontend,NetworkChaos,2026-03-13T17:42:14.075584+00:00,120,"event_types: Unhealthy, Failed, Updated | log_signals: none | fault_category: network | severity: medium | metrics: none | pod_status_reason: Unhealthy | dominant_log_signal: none",network_bandwidth_limit,1.0,test,True,chaos_mesh,,Unhealthy,157,0,0
network_bandwidth_limit__checkoutservice__0__0f0ec9,network_bandwidth_limit,network,medium,checkoutservice,NetworkChaos,2026-03-13T17:49:01.619521+00:00,120,event_types: BackOff | log_signals: http_5xx | fault_category: network | severity: medium | metrics: none | pod_status_reason: BackOff | dominant_log_signal: http_5xx,network_bandwidth_limit,1.0,train,True,chaos_mesh,http_5xx,BackOff,405,0,0
network_bandwidth_limit__productcatalogservice__2__412391,network_bandwidth_limit,network,medium,productcatalogservice,NetworkChaos,2026-03-13T17:49:00.534256+00:00,120,event_types: none | log_signals: none | fault_category: network | severity: medium | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,network_bandwidth_limit,1.0,test,True,chaos_mesh,,,0,0,0
